"drug_type","case","details","year","percentage","sex","age","race","hispanic"
"Synthetic opioids (other than methadone)","Sex and age","Male: 15-24 years",2008,0.6,"Male","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 15-24 years",2009,0.7,"Male","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 15-24 years",2010,0.7,"Male","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 15-24 years",2011,0.7,"Male","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 15-24 years",2012,0.6,"Male","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 15-24 years",2013,0.8,"Male","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 15-24 years",2014,1.7,"Male","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 15-24 years",2015,3.2,"Male","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 15-24 years",2016,6.4,"Male","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 15-24 years",2017,8.5,"Male","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",1999,0.4,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",2000,0.3,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",2001,0.4,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",2002,0.7,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",2003,0.8,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",2004,0.9,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",2005,0.9,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",2006,1.8,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",2007,1.4,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",2008,1.2,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",2009,1.5,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",2010,1.8,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",2011,1.5,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",2012,1.5,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",2013,2,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",2014,4.8,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",2015,9.8,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",2016,20,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 25-34 years",2017,28.3,"Male","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",1999,0.7,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",2000,0.7,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",2001,0.9,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",2002,1.1,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",2003,1.3,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",2004,1.4,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",2005,1.3,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",2006,2.2,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",2007,1.5,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",2008,1.5,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",2009,1.8,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",2010,1.8,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",2011,1.4,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",2012,1.6,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",2013,1.7,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",2014,3.9,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",2015,7.9,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",2016,17.4,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 35-44 years",2017,25.4,"Male","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",1999,0.6,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",2000,0.7,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",2001,0.7,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",2002,0.9,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",2003,1,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",2004,1.2,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",2005,1.3,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",2006,2.2,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",2007,1.4,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",2008,1.7,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",2009,2.1,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",2010,1.9,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",2011,1.8,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",2012,1.7,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",2013,1.9,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",2014,3.6,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",2015,5.8,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",2016,12.4,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 45-54 years",2017,19.5,"Male","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",1999,0.2,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",2000,0.2,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",2001,0.3,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",2002,0.3,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",2003,0.3,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",2004,0.3,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",2005,0.4,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",2006,0.8,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",2007,0.6,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",2008,0.7,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",2009,1,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",2010,1.1,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",2011,1,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",2012,1.1,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",2013,1.4,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",2014,2,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",2015,3.6,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",2016,7.5,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 55-64 years",2017,12.1,"Male","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",1999,NA,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",2000,NA,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",2001,NA,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",2002,NA,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",2003,NA,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",2004,NA,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",2005,NA,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",2006,NA,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",2007,0.2,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",2008,0.3,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",2009,0.3,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",2010,NA,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",2011,0.3,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",2012,0.3,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",2013,0.3,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",2014,0.4,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",2015,0.8,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",2016,1.7,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 65-74 years",2017,2.7,"Male","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",1999,NA,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",2000,NA,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",2001,NA,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",2002,NA,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",2003,NA,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",2004,NA,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",2005,NA,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",2006,NA,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",2007,NA,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",2008,NA,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",2009,NA,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",2010,NA,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",2011,NA,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",2012,NA,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",2013,NA,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",2014,NA,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",2015,NA,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",2016,NA,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 75-84 years",2017,0.4,"Male","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",1999,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",2000,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",2001,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",2002,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",2003,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",2004,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",2005,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",2006,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",2007,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",2008,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",2009,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",2010,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",2011,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",2012,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",2013,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",2014,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",2015,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",2016,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Male: 85 years and over",2017,NA,"Male","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",1999,NA,"Female","Under 15 years",NA,NA
"Heroin","Total","All persons",2017,4.9,"All persons",NA,NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",2000,NA,"Female","Under 15 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",2001,NA,"Female","Under 15 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",2002,NA,"Female","Under 15 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",2003,NA,"Female","Under 15 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",2004,NA,"Female","Under 15 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",2005,NA,"Female","Under 15 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",2006,NA,"Female","Under 15 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",2007,NA,"Female","Under 15 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",2008,NA,"Female","Under 15 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",2009,NA,"Female","Under 15 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",2010,NA,"Female","Under 15 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",2011,NA,"Female","Under 15 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",2012,NA,"Female","Under 15 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",2013,NA,"Female","Under 15 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",2014,NA,"Female","Under 15 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",2015,NA,"Female","Under 15 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",2016,NA,"Female","Under 15 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: Under 15 years",2017,NA,"Female","Under 15 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",1999,NA,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",2000,NA,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",2001,NA,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",2002,0.1,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",2003,0.2,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",2004,0.1,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",2005,0.1,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",2006,0.3,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",2007,0.2,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",2008,0.2,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",2009,0.2,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",2010,0.4,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",2011,0.3,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",2012,0.2,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",2013,0.3,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",2014,0.6,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",2015,1.3,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",2016,2.5,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 15-24 years",2017,3.7,"Female","15-24 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",1999,0.2,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",2000,0.2,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",2001,0.3,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",2002,0.4,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",2003,0.4,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",2004,0.5,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",2005,0.6,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",2006,0.7,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",2007,0.7,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",2008,0.7,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",2009,0.9,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",2010,1,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",2011,0.9,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",2012,1,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",2013,1,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",2014,1.9,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",2015,3.3,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",2016,7.1,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 25-34 years",2017,10.3,"Female","25-34 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",1999,0.5,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",2000,0.6,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",2001,0.7,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",2002,0.9,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",2003,1,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",2004,1.1,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",2005,1.1,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",2006,1.3,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",2007,1.2,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",2008,1.3,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",2009,1.5,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",2010,1.5,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",2011,1.4,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",2012,1.1,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",2013,1.4,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",2014,2.3,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",2015,3.4,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",2016,6.5,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 35-44 years",2017,9.3,"Female","35-44 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",1999,0.5,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",2000,0.6,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",2001,0.7,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",2002,0.9,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",2003,1,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",2004,1.4,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",2005,1.3,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",2006,1.7,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",2007,1.8,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",2008,1.7,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",2009,2.3,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",2010,2.2,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",2011,1.9,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",2012,1.9,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",2013,2.2,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",2014,2.6,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",2015,3.4,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",2016,5.8,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 45-54 years",2017,7.8,"Female","45-54 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",1999,0.3,"Female","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",2000,0.4,"Female","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",2001,0.4,"Female","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",2002,0.5,"Female","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",2003,0.4,"Female","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",2004,0.6,"Female","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",2005,0.6,"Female","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",2006,0.8,"Female","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",2007,0.9,"Female","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",2008,1,"Female","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",2009,1.4,"Female","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",2010,1.3,"Female","55-64 years",NA,NA
